f1,success,precision,recall,map_condition,submission_mode,model_short,log_codebase_size,codebase_size,issue_id,repo,issue_idx,rep,turns_used,hit_turn_cap,total_input_tokens,total_output_tokens,total_cost,wall_time_seconds
1.0,1,1.0,1.0,temporal_frequency,voluntary,deepseek_flash,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,2,17,0,203540,12669,0.005121,120.04
1.0,1,1.0,1.0,temporal_frequency,voluntary,deepseek_flash,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,3,30,1,586952,15218,0.012131,162.32
0.4,1,0.25,1.0,temporal_frequency,voluntary,deepseek_flash,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,1,21,0,349514,9590,0.006062,93.91
0.0,0,0.0,0.0,temporal_frequency,voluntary,deepseek_flash,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,2,28,0,535895,13052,0.011366,138.73
0.4,1,0.25,1.0,temporal_frequency,voluntary,deepseek_flash,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,3,30,1,513009,13614,0.01055,148.83
0.6667,0,1.0,0.5,temporal_frequency,voluntary,deepseek_flash,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,1,30,1,423027,9084,0.008204,100.92
0.0,0,0.0,0.0,temporal_frequency,voluntary,deepseek_flash,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,2,30,1,426967,10193,0.008224,113.11
0.0,0,0.0,0.0,temporal_frequency,voluntary,deepseek_flash,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,3,30,1,389046,8099,0.008018,102.1
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.068688124847148,174327,core/16,core,16,1,11,0,65575,16443,0.012151,181.95
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.068688124847148,174327,core/16,core,16,2,7,0,37825,12128,0.008066,163.21
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,12.068688124847148,174327,core/16,core,16,3,9,0,69815,20850,0.014274,251.12
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.506545154005941,99364,core/20,core,20,1,5,0,26823,13206,0.007562,176.11
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,11.506545154005941,99364,core/20,core,20,2,1,0,6572,1755,0.001261,24.64
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.506545154005941,99364,core/20,core,20,3,5,0,20399,9551,0.005554,77.75
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.579980179515003,5324,fastapi/17,fastapi,17,1,10,0,81878,33923,0.020529,462.89
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.579980179515003,5324,fastapi/17,fastapi,17,2,11,0,83787,26551,0.017742,393.61
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.579980179515003,5324,fastapi/17,fastapi,17,3,8,0,37451,11581,0.007816,241.4
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.518991573357617,5009,fastapi/20,fastapi,20,1,11,0,27667,21666,0.011018,277.13
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.518991573357617,5009,fastapi/20,fastapi,20,2,6,0,18729,16555,0.008214,159.67
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.518991573357617,5009,fastapi/20,fastapi,20,3,10,0,44254,14086,0.009396,155.75
0.5,0,1.0,0.3333,temporal_frequency,voluntary,nemotron_super,8.482187582217422,4828,fastapi/9,fastapi,9,1,8,0,27858,16168,0.008835,176.58
0.5,0,1.0,0.3333,temporal_frequency,voluntary,nemotron_super,8.482187582217422,4828,fastapi/9,fastapi,9,2,4,0,18088,7553,0.004559,77.3
0.5,0,1.0,0.3333,temporal_frequency,voluntary,nemotron_super,8.482187582217422,4828,fastapi/9,fastapi,9,3,14,0,52446,17927,0.011629,201.03
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.808369153122275,6690,flask/18,flask,18,1,8,0,23409,15240,0.008086,185.36
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,8.808369153122275,6690,flask/18,flask,18,2,7,0,54604,13707,0.010124,126.05
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.808369153122275,6690,flask/18,flask,18,3,9,0,69001,20226,0.013955,177.73
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.899457906353966,7328,flask/3,flask,3,1,10,0,75807,18469,0.013831,270.99
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.899457906353966,7328,flask/3,flask,3,2,14,0,38836,20010,0.011305,221.8
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.899457906353966,7328,flask/3,flask,3,3,7,0,40702,11878,0.008211,94.66
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.827468112520654,6819,flask/6,flask,6,1,5,0,32489,22855,0.011904,258.8
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.827468112520654,6819,flask/6,flask,6,2,12,0,144391,26348,0.022812,358.17
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.827468112520654,6819,flask/6,flask,6,3,6,0,27098,6125,0.004753,64.36
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,1,10,0,62496,18385,0.012666,194.57
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,2,5,0,11222,15374,0.007103,191.91
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,3,11,0,50478,14669,0.010158,183.42
0.4,0,1.0,0.25,temporal_frequency,voluntary,nemotron_super,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,1,16,0,97902,22142,0.017178,297.75
0.4,0,1.0,0.25,temporal_frequency,voluntary,nemotron_super,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,2,2,0,6017,3440,0.001887,41.83
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,3,8,0,33943,7766,0.005992,88.94
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,1,17,0,144054,47405,0.031207,540.51
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,2,14,0,115579,33711,0.023309,577.4
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,3,17,0,283902,41237,0.040626,630.46
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.196231790580173,26802,keras/12,keras,12,1,5,0,11167,7275,0.003859,117.02
0.3333,0,1.0,0.2,temporal_frequency,voluntary,nemotron_super,10.196231790580173,26802,keras/12,keras,12,2,13,0,106991,18901,0.016655,266.69
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.196231790580173,26802,keras/12,keras,12,3,15,0,140158,18051,0.019134,217.67
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.349134450277123,31230,keras/5,keras,5,1,7,0,27807,4323,0.004093,59.49
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.349134450277123,31230,keras/5,keras,5,2,11,0,86870,9409,0.011148,169.54
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.349134450277123,31230,keras/5,keras,5,3,9,0,74231,25521,0.016518,251.59
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.444153492313001,34343,keras/9,keras,9,1,4,0,14156,6916,0.00397,73.77
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.444153492313001,34343,keras/9,keras,9,2,4,0,14165,5698,0.003483,107.74
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.444153492313001,34343,keras/9,keras,9,3,5,0,16417,7907,0.004558,71.62
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.61953186182516,15056,localstack/19,localstack,19,1,14,0,80279,7632,0.009877,130.6
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.61953186182516,15056,localstack/19,localstack,19,2,13,0,36882,7110,0.005979,88.87
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.61953186182516,15056,localstack/19,localstack,19,3,15,0,42625,5067,0.00565,74.5
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.563155506021905,38683,localstack/2,localstack,2,1,11,0,140333,17191,0.018805,374.64
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.563155506021905,38683,localstack/2,localstack,2,2,17,0,153025,11359,0.017551,109.64
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.563155506021905,38683,localstack/2,localstack,2,3,23,0,247950,56208,0.043559,555.87
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.860214640302662,19153,localstack/9,localstack,9,1,8,0,68900,21203,0.014338,231.79
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.860214640302662,19153,localstack/9,localstack,9,2,6,0,40309,13019,0.008634,157.04
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.860214640302662,19153,localstack/9,localstack,9,3,8,0,64454,18975,0.013069,219.99
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,11.189312196300184,72353,pandas/26,pandas,26,1,27,0,324010,18039,0.034756,281.16
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,11.189312196300184,72353,pandas/26,pandas,26,2,29,0,531459,18735,0.052668,436.84
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,11.189312196300184,72353,pandas/26,pandas,26,3,30,1,435092,12776,0.042093,194.84
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,11.270446177349276,78468,pandas/35,pandas,35,1,30,1,384536,49054,0.052307,448.09
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,11.270446177349276,78468,pandas/35,pandas,35,2,30,1,398901,13459,0.03929,333.59
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,11.270446177349276,78468,pandas/35,pandas,35,3,26,0,310753,37992,0.041611,799.64
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,12.08721590866289,177587,pandas/38,pandas,38,1,4,0,31841,5917,0.005073,129.38
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,12.08721590866289,177587,pandas/38,pandas,38,2,11,0,85201,13314,0.012568,150.22
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,12.08721590866289,177587,pandas/38,pandas,38,3,3,0,13478,8118,0.004393,74.9
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.883015959814806,53264,pandas/44,pandas,44,1,11,0,37395,22281,0.012091,254.58
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.883015959814806,53264,pandas/44,pandas,44,2,8,0,58919,6343,0.007545,124.75
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.883015959814806,53264,pandas/44,pandas,44,3,18,0,79599,22979,0.015958,287.37
0.8,0,1.0,0.6667,temporal_frequency,voluntary,nemotron_super,9.346705246496699,11461,requests/12,requests,12,1,10,0,47363,8336,0.00736,97.94
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.346705246496699,11461,requests/12,requests,12,2,8,0,26891,4230,0.003978,66.88
0.5,0,1.0,0.3333,temporal_frequency,voluntary,nemotron_super,9.346705246496699,11461,requests/12,requests,12,3,8,0,25694,5833,0.004517,46.46
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.348274558065496,11479,requests/13,requests,13,1,6,0,16294,8203,0.004666,173.16
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.348274558065496,11479,requests/13,requests,13,2,5,0,14533,5308,0.003359,86.13
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.348274558065496,11479,requests/13,requests,13,3,7,0,27684,6795,0.005071,69.12
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,7.958576903813898,2860,requests/7,requests,7,1,9,0,22601,35413,0.016086,731.68
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,7.958576903813898,2860,requests/7,requests,7,2,10,0,27803,30780,0.014675,536.93
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,7.958576903813898,2860,requests/7,requests,7,3,11,0,31348,39182,0.018337,693.71
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.031000872835088,22720,rich/1,rich,1,1,4,0,20945,3199,0.00306,44.03
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.031000872835088,22720,rich/1,rich,1,2,5,0,32917,6410,0.005362,61.34
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.031000872835088,22720,rich/1,rich,1,3,5,0,42367,10451,0.007782,128.77
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.051648903516648,23194,rich/12,rich,12,1,8,0,52535,11536,0.00908,178.5
0.4,0,1.0,0.25,temporal_frequency,voluntary,nemotron_super,10.051648903516648,23194,rich/12,rich,12,2,5,0,21516,4068,0.003456,54.68
0.4,0,1.0,0.25,temporal_frequency,voluntary,nemotron_super,10.051648903516648,23194,rich/12,rich,12,3,7,0,49398,7818,0.007326,91.99
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.039939675671627,22924,rich/8,rich,8,1,6,0,28213,5833,0.004731,70.89
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.039939675671627,22924,rich/8,rich,8,2,7,0,37227,12068,0.007991,188.72
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,10.039939675671627,22924,rich/8,rich,8,3,7,0,40294,11238,0.00792,118.11
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,1,14,0,43311,13611,0.009126,126.86
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,2,10,0,26620,8754,0.005764,98.43
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,3,10,0,26701,8988,0.005865,70.6
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,1,17,0,209750,15161,0.023893,233.61
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,2,9,0,91950,9949,0.011795,112.83
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,3,9,0,89665,6417,0.010188,75.52
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,1,3,0,10865,3208,0.002207,41.68
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,2,6,0,23590,7816,0.005132,137.17
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,3,7,0,25468,10554,0.006386,76.69
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.796458979777604,17970,scrapy/20,scrapy,20,1,9,0,42575,10714,0.007904,145.77
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.796458979777604,17970,scrapy/20,scrapy,20,2,7,0,30689,7362,0.005553,119.56
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.796458979777604,17970,scrapy/20,scrapy,20,3,5,0,22394,5246,0.004002,49.69
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.655026193237628,15600,scrapy/26,scrapy,26,1,6,0,29091,13543,0.00789,169.63
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.655026193237628,15600,scrapy/26,scrapy,26,2,4,0,14560,3791,0.002754,41.32
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.655026193237628,15600,scrapy/26,scrapy,26,3,4,0,14558,7424,0.004207,94.36
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.73477299914839,16895,scrapy/48,scrapy,48,1,19,0,92159,25430,0.018006,338.84
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.73477299914839,16895,scrapy/48,scrapy,48,2,8,0,20258,8288,0.005037,104.53
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,9.73477299914839,16895,scrapy/48,scrapy,48,3,6,0,12321,4698,0.002926,42.4
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,1,2,0,33537,1769,0.003558,37.82
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,2,5,0,85258,5931,0.009619,162.79
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,3,2,0,33535,4040,0.004466,72.39
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,1,21,0,347862,21889,0.038324,590.23
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,2,9,0,128067,8910,0.01445,132.84
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,3,24,0,593461,25778,0.060755,346.53
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,1,13,0,47642,9437,0.007824,140.62
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,2,15,0,101648,9819,0.012568,140.5
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,3,11,0,34979,14112,0.008618,180.7
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.483636407887394,4835,thefuck/10,thefuck,10,1,6,0,16318,6828,0.004118,97.75
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.483636407887394,4835,thefuck/10,thefuck,10,2,7,0,18252,11835,0.006285,182.46
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.483636407887394,4835,thefuck/10,thefuck,10,3,8,0,31587,17775,0.009795,296.6
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.270781013162674,3908,thefuck/20,thefuck,20,1,28,0,122277,44068,0.028021,579.82
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.270781013162674,3908,thefuck/20,thefuck,20,2,30,0,138103,38605,0.027181,412.6
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,8.270781013162674,3908,thefuck/20,thefuck,20,3,23,0,128122,40668,0.027158,365.45
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,7.822845290279774,2497,thefuck/5,thefuck,5,1,14,0,88401,31707,0.020197,359.7
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,7.822845290279774,2497,thefuck/5,thefuck,5,2,10,0,48214,14792,0.010015,478.78
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,7.822845290279774,2497,thefuck/5,thefuck,5,3,8,0,30778,14553,0.008437,162.05
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.430331574579306,250279,transformers/25,transformers,25,1,8,0,24980,2329,0.003055,86.91
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.430331574579306,250279,transformers/25,transformers,25,2,10,0,73705,6650,0.008925,73.97
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.430331574579306,250279,transformers/25,transformers,25,3,10,0,94025,12003,0.012793,131.05
0.1538,0,1.0,0.0833,temporal_frequency,voluntary,nemotron_super,12.407424472605875,244611,transformers/27,transformers,27,1,4,0,18703,883,0.001943,14.22
0.1538,0,1.0,0.0833,temporal_frequency,voluntary,nemotron_super,12.407424472605875,244611,transformers/27,transformers,27,2,3,0,10595,1170,0.001369,27.07
0.1538,0,1.0,0.0833,temporal_frequency,voluntary,nemotron_super,12.407424472605875,244611,transformers/27,transformers,27,3,5,0,16654,2167,0.002282,27.54
0.8889,0,1.0,0.8,temporal_frequency,voluntary,nemotron_super,11.587420505060633,107734,transformers/5,transformers,5,1,30,0,600638,33080,0.064286,397.9
0.8889,0,1.0,0.8,temporal_frequency,voluntary,nemotron_super,11.587420505060633,107734,transformers/5,transformers,5,2,30,0,802463,35815,0.082535,496.51
0.3333,0,1.0,0.2,temporal_frequency,voluntary,nemotron_super,11.587420505060633,107734,transformers/5,transformers,5,3,18,0,333793,20482,0.036565,279.13
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,1,6,0,47656,13442,0.009428,169.0
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,2,5,0,38353,9347,0.006999,144.77
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,3,8,0,72083,21827,0.014858,196.01
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,1,22,0,174655,21885,0.0236,352.81
0.0,0,0.0,0.0,temporal_frequency,voluntary,nemotron_super,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,2,21,0,153183,15367,0.019167,275.68
1.0,1,1.0,1.0,temporal_frequency,voluntary,nemotron_super,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,3,28,0,229713,17865,0.026672,231.44
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,1,20,0,260284,26835,0.032858,304.96
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,2,17,0,295695,23700,0.034614,451.88
0.6667,0,1.0,0.5,temporal_frequency,voluntary,nemotron_super,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,3,12,0,89695,14978,0.013615,140.59
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,12.068688124847148,174327,core/16,core,16,1,15,0,306565,2012,0.010179,18.06
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,12.068688124847148,174327,core/16,core,16,2,11,0,84429,1593,0.002819,13.49
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,12.068688124847148,174327,core/16,core,16,3,10,0,74846,1259,0.003129,10.24
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,11.506545154005941,99364,core/20,core,20,1,8,0,56065,1742,0.00214,8.42
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,11.506545154005941,99364,core/20,core,20,2,5,0,28703,1651,0.001169,7.67
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,11.506545154005941,99364,core/20,core,20,3,6,0,38729,1537,0.001884,9.3
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.579980179515003,5324,fastapi/17,fastapi,17,1,21,0,235145,3123,0.005902,18.77
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.579980179515003,5324,fastapi/17,fastapi,17,2,26,0,235455,3548,0.005457,28.42
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.579980179515003,5324,fastapi/17,fastapi,17,3,15,0,141725,3058,0.004329,28.62
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,8.518991573357617,5009,fastapi/20,fastapi,20,1,22,0,66953,2043,0.001704,12.86
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.518991573357617,5009,fastapi/20,fastapi,20,2,28,0,73040,2173,0.001416,23.36
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.518991573357617,5009,fastapi/20,fastapi,20,3,24,0,176717,2526,0.004411,24.59
0.5,0,1.0,0.3333,temporal_cochange,voluntary,ministral_3b,8.482187582217422,4828,fastapi/9,fastapi,9,1,14,0,99817,1391,0.003382,9.33
0.5,0,1.0,0.3333,temporal_cochange,voluntary,ministral_3b,8.482187582217422,4828,fastapi/9,fastapi,9,2,18,0,151133,1542,0.003817,10.98
0.5,0,1.0,0.3333,temporal_cochange,voluntary,ministral_3b,8.482187582217422,4828,fastapi/9,fastapi,9,3,16,0,79159,1260,0.001982,10.22
0.6667,0,1.0,0.5,temporal_cochange,voluntary,ministral_3b,8.808369153122275,6690,flask/18,flask,18,1,19,0,78049,1405,0.002024,9.85
0.6667,0,1.0,0.5,temporal_cochange,voluntary,ministral_3b,8.808369153122275,6690,flask/18,flask,18,2,11,0,76655,1928,0.003158,10.01
0.6667,0,1.0,0.5,temporal_cochange,voluntary,ministral_3b,8.808369153122275,6690,flask/18,flask,18,3,17,0,75439,1781,0.0024,11.91
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,8.899457906353966,7328,flask/3,flask,3,1,9,0,19458,693,0.000633,4.62
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,8.899457906353966,7328,flask/3,flask,3,2,15,0,43238,1177,0.001147,9.01
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.899457906353966,7328,flask/3,flask,3,3,30,1,95029,3361,0.001856,29.87
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,8.827468112520654,6819,flask/6,flask,6,1,7,0,18263,339,0.000628,2.79
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,8.827468112520654,6819,flask/6,flask,6,2,8,0,23754,444,0.000876,3.69
1.0,1,1.0,1.0,temporal_cochange,voluntary,ministral_3b,8.827468112520654,6819,flask/6,flask,6,3,8,0,65686,499,0.002483,5.95
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,1,14,0,90497,2290,0.002689,13.46
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,2,10,0,48536,1880,0.001286,8.71
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,3,12,0,74353,1509,0.002702,12.94
0.4,0,1.0,0.25,temporal_cochange,voluntary,ministral_3b,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,1,13,0,56313,1807,0.001596,10.72
0.0,0,0.0,0.0,temporal_cochange,voluntary,ministral_3b,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,2,23,0,187368,3322,0.00445,20.63
0.4,0,1.0,0.25,temporal_cochange,voluntary,ministral_3b,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,3,26,0,139945,3012,0.003225,18.84
