model,repo,issue_idx,map_type,rep,gt_file,first_touch_turn,turns_touched
mistral/ministral-3b-latest,localstack,19,freq,1,localstack/plugins.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,1,localstack/services/infra.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,1,localstack/services/secretsmanager/secretsmanager_starter.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,1,localstack/services/s3/s3_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,2,localstack/constants.py,4,1
mistral/ministral-3b-latest,localstack,19,freq,2,localstack/utils/persistence.py,8,1
mistral/ministral-3b-latest,localstack,19,freq,2,localstack/services/ssm/ssm_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,2,localstack/plugins.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,2,localstack/services/infra.py,5,1
mistral/ministral-3b-latest,localstack,19,freq,2,localstack/services/secretsmanager/secretsmanager_starter.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,2,localstack/services/s3/s3_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,3,localstack/constants.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,3,localstack/utils/persistence.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,3,localstack/services/ssm/ssm_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,3,localstack/plugins.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,3,localstack/services/infra.py,5,1
mistral/ministral-3b-latest,localstack,19,freq,3,localstack/services/secretsmanager/secretsmanager_starter.py,na,0
mistral/ministral-3b-latest,localstack,19,freq,3,localstack/services/s3/s3_listener.py,2,1
mistral/ministral-3b-latest,localstack,19,none,1,localstack/constants.py,na,0
mistral/ministral-3b-latest,localstack,19,none,1,localstack/utils/persistence.py,6,2
mistral/ministral-3b-latest,localstack,19,none,1,localstack/services/ssm/ssm_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,none,1,localstack/plugins.py,na,0
mistral/ministral-3b-latest,localstack,19,none,1,localstack/services/infra.py,7,2
mistral/ministral-3b-latest,localstack,19,none,1,localstack/services/secretsmanager/secretsmanager_starter.py,na,0
mistral/ministral-3b-latest,localstack,19,none,1,localstack/services/s3/s3_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,none,2,localstack/constants.py,na,0
mistral/ministral-3b-latest,localstack,19,none,2,localstack/utils/persistence.py,na,0
mistral/ministral-3b-latest,localstack,19,none,2,localstack/services/ssm/ssm_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,none,2,localstack/plugins.py,na,0
mistral/ministral-3b-latest,localstack,19,none,2,localstack/services/infra.py,na,0
mistral/ministral-3b-latest,localstack,19,none,2,localstack/services/secretsmanager/secretsmanager_starter.py,na,0
mistral/ministral-3b-latest,localstack,19,none,2,localstack/services/s3/s3_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,none,3,localstack/constants.py,na,0
mistral/ministral-3b-latest,localstack,19,none,3,localstack/utils/persistence.py,9,1
mistral/ministral-3b-latest,localstack,19,none,3,localstack/services/ssm/ssm_listener.py,na,0
mistral/ministral-3b-latest,localstack,19,none,3,localstack/plugins.py,na,0
mistral/ministral-3b-latest,localstack,19,none,3,localstack/services/infra.py,na,0
mistral/ministral-3b-latest,localstack,19,none,3,localstack/services/secretsmanager/secretsmanager_starter.py,na,0
mistral/ministral-3b-latest,localstack,19,none,3,localstack/services/s3/s3_listener.py,na,0
mistral/ministral-3b-latest,localstack,2,ast_compact,1,localstack/services/s3/s3_listener.py,2,3
mistral/ministral-3b-latest,localstack,2,ast_compact,2,localstack/services/s3/s3_listener.py,3,8
mistral/ministral-3b-latest,localstack,2,ast_compact,3,localstack/services/s3/s3_listener.py,3,5
mistral/ministral-3b-latest,localstack,2,cochange,1,localstack/services/s3/s3_listener.py,2,2
mistral/ministral-3b-latest,localstack,2,cochange,2,localstack/services/s3/s3_listener.py,6,7
mistral/ministral-3b-latest,localstack,2,cochange,3,localstack/services/s3/s3_listener.py,2,3
mistral/ministral-3b-latest,localstack,2,freq,1,localstack/services/s3/s3_listener.py,3,1
mistral/ministral-3b-latest,localstack,2,freq,2,localstack/services/s3/s3_listener.py,1,2
mistral/ministral-3b-latest,localstack,2,freq,3,localstack/services/s3/s3_listener.py,2,4
mistral/ministral-3b-latest,localstack,2,none,1,localstack/services/s3/s3_listener.py,2,4
mistral/ministral-3b-latest,localstack,2,none,2,localstack/services/s3/s3_listener.py,2,1
mistral/ministral-3b-latest,localstack,2,none,3,localstack/services/s3/s3_listener.py,7,3
mistral/ministral-3b-latest,localstack,9,ast_compact,1,localstack/services/s3/s3_listener.py,1,4
mistral/ministral-3b-latest,localstack,9,ast_compact,2,localstack/services/s3/s3_listener.py,1,3
mistral/ministral-3b-latest,localstack,9,ast_compact,3,localstack/services/s3/s3_listener.py,1,7
mistral/ministral-3b-latest,localstack,9,cochange,1,localstack/services/s3/s3_listener.py,0,5
mistral/ministral-3b-latest,localstack,9,cochange,2,localstack/services/s3/s3_listener.py,1,7
mistral/ministral-3b-latest,localstack,9,cochange,3,localstack/services/s3/s3_listener.py,0,6
mistral/ministral-3b-latest,localstack,9,freq,1,localstack/services/s3/s3_listener.py,1,6
mistral/ministral-3b-latest,localstack,9,freq,2,localstack/services/s3/s3_listener.py,1,5
mistral/ministral-3b-latest,localstack,9,freq,3,localstack/services/s3/s3_listener.py,1,15
mistral/ministral-3b-latest,localstack,9,none,1,localstack/services/s3/s3_listener.py,na,0
mistral/ministral-3b-latest,localstack,9,none,2,localstack/services/s3/s3_listener.py,5,10
mistral/ministral-3b-latest,localstack,9,none,3,localstack/services/s3/s3_listener.py,na,0
mistral/ministral-3b-latest,pandas,26,ast_compact,1,pandas/core/generic.py,3,1
mistral/ministral-3b-latest,pandas,26,ast_compact,1,pandas/tseries/index.py,1,6
mistral/ministral-3b-latest,pandas,26,ast_compact,2,pandas/core/generic.py,2,1
mistral/ministral-3b-latest,pandas,26,ast_compact,2,pandas/tseries/index.py,1,3
mistral/ministral-3b-latest,pandas,26,ast_compact,3,pandas/core/generic.py,na,0
mistral/ministral-3b-latest,pandas,26,ast_compact,3,pandas/tseries/index.py,1,2
mistral/ministral-3b-latest,pandas,26,cochange,1,pandas/core/generic.py,1,1
mistral/ministral-3b-latest,pandas,26,cochange,1,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,26,cochange,2,pandas/core/generic.py,2,3
mistral/ministral-3b-latest,pandas,26,cochange,2,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,26,cochange,3,pandas/core/generic.py,3,1
mistral/ministral-3b-latest,pandas,26,cochange,3,pandas/tseries/index.py,5,1
mistral/ministral-3b-latest,pandas,26,freq,1,pandas/core/generic.py,1,1
mistral/ministral-3b-latest,pandas,26,freq,1,pandas/tseries/index.py,3,1
mistral/ministral-3b-latest,pandas,26,freq,2,pandas/core/generic.py,1,1
mistral/ministral-3b-latest,pandas,26,freq,2,pandas/tseries/index.py,5,3
mistral/ministral-3b-latest,pandas,26,freq,3,pandas/core/generic.py,1,1
mistral/ministral-3b-latest,pandas,26,freq,3,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,26,none,1,pandas/core/generic.py,na,0
mistral/ministral-3b-latest,pandas,26,none,1,pandas/tseries/index.py,4,1
mistral/ministral-3b-latest,pandas,26,none,2,pandas/core/generic.py,na,0
mistral/ministral-3b-latest,pandas,26,none,2,pandas/tseries/index.py,4,3
mistral/ministral-3b-latest,pandas,26,none,3,pandas/core/generic.py,2,1
mistral/ministral-3b-latest,pandas,26,none,3,pandas/tseries/index.py,13,1
mistral/ministral-3b-latest,pandas,35,ast_compact,1,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,ast_compact,2,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,ast_compact,3,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,cochange,1,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,cochange,2,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,cochange,3,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,freq,1,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,freq,2,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,freq,3,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,none,1,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,none,2,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,35,none,3,pandas/src/generate_code.py,na,0
mistral/ministral-3b-latest,pandas,38,ast_compact,1,pandas/core/reshape/pivot.py,4,3
mistral/ministral-3b-latest,pandas,38,ast_compact,1,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,ast_compact,2,pandas/core/reshape/pivot.py,4,1
mistral/ministral-3b-latest,pandas,38,ast_compact,2,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,ast_compact,3,pandas/core/reshape/pivot.py,11,2
mistral/ministral-3b-latest,pandas,38,ast_compact,3,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,cochange,1,pandas/core/reshape/pivot.py,1,2
mistral/ministral-3b-latest,pandas,38,cochange,1,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,cochange,2,pandas/core/reshape/pivot.py,2,1
mistral/ministral-3b-latest,pandas,38,cochange,2,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,cochange,3,pandas/core/reshape/pivot.py,3,2
mistral/ministral-3b-latest,pandas,38,cochange,3,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,freq,1,pandas/core/reshape/pivot.py,3,1
mistral/ministral-3b-latest,pandas,38,freq,1,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,freq,2,pandas/core/reshape/pivot.py,1,1
mistral/ministral-3b-latest,pandas,38,freq,2,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,freq,3,pandas/core/reshape/pivot.py,3,3
mistral/ministral-3b-latest,pandas,38,freq,3,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,none,1,pandas/core/reshape/pivot.py,4,2
mistral/ministral-3b-latest,pandas,38,none,1,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,none,2,pandas/core/reshape/pivot.py,3,4
mistral/ministral-3b-latest,pandas,38,none,2,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,38,none,3,pandas/core/reshape/pivot.py,4,4
mistral/ministral-3b-latest,pandas,38,none,3,pandas/util/_exceptions.py,na,0
mistral/ministral-3b-latest,pandas,44,ast_compact,1,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,ast_compact,1,pandas/core/indexing.py,4,2
mistral/ministral-3b-latest,pandas,44,ast_compact,2,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,ast_compact,2,pandas/core/indexing.py,3,2
mistral/ministral-3b-latest,pandas,44,ast_compact,3,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,ast_compact,3,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,cochange,1,pandas/tseries/index.py,11,1
mistral/ministral-3b-latest,pandas,44,cochange,1,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,cochange,2,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,cochange,2,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,cochange,3,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,cochange,3,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,freq,1,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,freq,1,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,freq,2,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,freq,2,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,freq,3,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,freq,3,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,none,1,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,none,1,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,none,2,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,none,2,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,pandas,44,none,3,pandas/tseries/index.py,na,0
mistral/ministral-3b-latest,pandas,44,none,3,pandas/core/indexing.py,na,0
mistral/ministral-3b-latest,requests,12,ast_compact,1,requests/sessions.py,3,1
mistral/ministral-3b-latest,requests,12,ast_compact,1,requests/adapters.py,4,2
mistral/ministral-3b-latest,requests,12,ast_compact,1,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,ast_compact,2,requests/sessions.py,2,1
mistral/ministral-3b-latest,requests,12,ast_compact,2,requests/adapters.py,3,2
mistral/ministral-3b-latest,requests,12,ast_compact,2,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,ast_compact,3,requests/sessions.py,1,3
mistral/ministral-3b-latest,requests,12,ast_compact,3,requests/adapters.py,4,2
mistral/ministral-3b-latest,requests,12,ast_compact,3,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,cochange,1,requests/sessions.py,3,2
mistral/ministral-3b-latest,requests,12,cochange,1,requests/adapters.py,1,1
mistral/ministral-3b-latest,requests,12,cochange,1,requests/api.py,9,1
mistral/ministral-3b-latest,requests,12,cochange,2,requests/sessions.py,6,3
mistral/ministral-3b-latest,requests,12,cochange,2,requests/adapters.py,9,2
mistral/ministral-3b-latest,requests,12,cochange,2,requests/api.py,5,2
mistral/ministral-3b-latest,requests,12,cochange,3,requests/sessions.py,1,4
mistral/ministral-3b-latest,requests,12,cochange,3,requests/adapters.py,0,1
mistral/ministral-3b-latest,requests,12,cochange,3,requests/api.py,6,1
mistral/ministral-3b-latest,requests,12,freq,1,requests/sessions.py,3,4
mistral/ministral-3b-latest,requests,12,freq,1,requests/adapters.py,1,1
mistral/ministral-3b-latest,requests,12,freq,1,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,freq,2,requests/sessions.py,3,1
mistral/ministral-3b-latest,requests,12,freq,2,requests/adapters.py,1,1
mistral/ministral-3b-latest,requests,12,freq,2,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,freq,3,requests/sessions.py,2,3
mistral/ministral-3b-latest,requests,12,freq,3,requests/adapters.py,1,1
mistral/ministral-3b-latest,requests,12,freq,3,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,none,1,requests/sessions.py,na,0
mistral/ministral-3b-latest,requests,12,none,1,requests/adapters.py,2,1
mistral/ministral-3b-latest,requests,12,none,1,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,none,2,requests/sessions.py,8,1
mistral/ministral-3b-latest,requests,12,none,2,requests/adapters.py,4,2
mistral/ministral-3b-latest,requests,12,none,2,requests/api.py,na,0
mistral/ministral-3b-latest,requests,12,none,3,requests/sessions.py,5,3
mistral/ministral-3b-latest,requests,12,none,3,requests/adapters.py,3,1
mistral/ministral-3b-latest,requests,12,none,3,requests/api.py,na,0
mistral/ministral-3b-latest,requests,13,ast_compact,1,requests/sessions.py,2,1
mistral/ministral-3b-latest,requests,13,ast_compact,2,requests/sessions.py,1,2
mistral/ministral-3b-latest,requests,13,ast_compact,3,requests/sessions.py,0,1
mistral/ministral-3b-latest,requests,13,cochange,1,requests/sessions.py,na,0
mistral/ministral-3b-latest,requests,13,cochange,2,requests/sessions.py,2,3
mistral/ministral-3b-latest,requests,13,cochange,3,requests/sessions.py,4,4
mistral/ministral-3b-latest,requests,13,freq,1,requests/sessions.py,1,1
mistral/ministral-3b-latest,requests,13,freq,2,requests/sessions.py,3,5
mistral/ministral-3b-latest,requests,13,freq,3,requests/sessions.py,1,1
mistral/ministral-3b-latest,requests,13,none,1,requests/sessions.py,3,2
mistral/ministral-3b-latest,requests,13,none,2,requests/sessions.py,3,3
mistral/ministral-3b-latest,requests,13,none,3,requests/sessions.py,3,3
mistral/ministral-3b-latest,requests,7,ast_compact,1,requests/cookies.py,2,1
mistral/ministral-3b-latest,requests,7,ast_compact,2,requests/cookies.py,5,1
mistral/ministral-3b-latest,requests,7,ast_compact,3,requests/cookies.py,2,1
mistral/ministral-3b-latest,requests,7,cochange,1,requests/cookies.py,1,1
mistral/ministral-3b-latest,requests,7,cochange,2,requests/cookies.py,6,1
mistral/ministral-3b-latest,requests,7,cochange,3,requests/cookies.py,6,2
mistral/ministral-3b-latest,requests,7,freq,1,requests/cookies.py,1,3
mistral/ministral-3b-latest,requests,7,freq,2,requests/cookies.py,1,1
mistral/ministral-3b-latest,requests,7,freq,3,requests/cookies.py,2,2
mistral/ministral-3b-latest,requests,7,none,1,requests/cookies.py,2,1
mistral/ministral-3b-latest,requests,7,none,2,requests/cookies.py,3,2
mistral/ministral-3b-latest,requests,7,none,3,requests/cookies.py,2,1
mistral/ministral-3b-latest,rich,1,ast_compact,1,rich/console.py,2,1
mistral/ministral-3b-latest,rich,1,ast_compact,2,rich/console.py,1,1
mistral/ministral-3b-latest,rich,1,ast_compact,3,rich/console.py,1,1
mistral/ministral-3b-latest,rich,1,cochange,1,rich/console.py,1,1
mistral/ministral-3b-latest,rich,1,cochange,2,rich/console.py,2,1
mistral/ministral-3b-latest,rich,1,cochange,3,rich/console.py,2,1
mistral/ministral-3b-latest,rich,1,freq,1,rich/console.py,1,1
mistral/ministral-3b-latest,rich,1,freq,2,rich/console.py,1,1
mistral/ministral-3b-latest,rich,1,freq,3,rich/console.py,1,2
mistral/ministral-3b-latest,rich,1,none,1,rich/console.py,2,2
mistral/ministral-3b-latest,rich,1,none,2,rich/console.py,2,1
mistral/ministral-3b-latest,rich,1,none,3,rich/console.py,2,1
mistral/ministral-3b-latest,rich,12,ast_compact,1,rich/text.py,na,0
mistral/ministral-3b-latest,rich,12,ast_compact,1,rich/syntax.py,2,1
mistral/ministral-3b-latest,rich,12,ast_compact,1,rich/console.py,na,0
mistral/ministral-3b-latest,rich,12,ast_compact,1,rich/markdown.py,1,2
mistral/ministral-3b-latest,rich,12,ast_compact,2,rich/text.py,5,2
mistral/ministral-3b-latest,rich,12,ast_compact,2,rich/syntax.py,2,3
mistral/ministral-3b-latest,rich,12,ast_compact,2,rich/console.py,12,1
mistral/ministral-3b-latest,rich,12,ast_compact,2,rich/markdown.py,1,2
mistral/ministral-3b-latest,rich,12,ast_compact,3,rich/text.py,na,0
mistral/ministral-3b-latest,rich,12,ast_compact,3,rich/syntax.py,na,0
mistral/ministral-3b-latest,rich,12,ast_compact,3,rich/console.py,na,0
mistral/ministral-3b-latest,rich,12,ast_compact,3,rich/markdown.py,4,3
mistral/ministral-3b-latest,rich,12,cochange,1,rich/text.py,3,2
mistral/ministral-3b-latest,rich,12,cochange,1,rich/syntax.py,na,0
mistral/ministral-3b-latest,rich,12,cochange,1,rich/console.py,14,3
mistral/ministral-3b-latest,rich,12,cochange,1,rich/markdown.py,na,0
mistral/ministral-3b-latest,rich,12,cochange,2,rich/text.py,16,1
mistral/ministral-3b-latest,rich,12,cochange,2,rich/syntax.py,6,1
mistral/ministral-3b-latest,rich,12,cochange,2,rich/console.py,9,2
mistral/ministral-3b-latest,rich,12,cochange,2,rich/markdown.py,1,3
mistral/ministral-3b-latest,rich,12,cochange,3,rich/text.py,na,0
mistral/ministral-3b-latest,rich,12,cochange,3,rich/syntax.py,5,1
mistral/ministral-3b-latest,rich,12,cochange,3,rich/console.py,na,0
mistral/ministral-3b-latest,rich,12,cochange,3,rich/markdown.py,1,4
mistral/ministral-3b-latest,rich,12,freq,1,rich/text.py,10,2
mistral/ministral-3b-latest,rich,12,freq,1,rich/syntax.py,na,0
mistral/ministral-3b-latest,rich,12,freq,1,rich/console.py,4,5
mistral/ministral-3b-latest,rich,12,freq,1,rich/markdown.py,12,1
mistral/ministral-3b-latest,rich,12,freq,2,rich/text.py,4,1
mistral/ministral-3b-latest,rich,12,freq,2,rich/syntax.py,na,0
mistral/ministral-3b-latest,rich,12,freq,2,rich/console.py,2,1
mistral/ministral-3b-latest,rich,12,freq,2,rich/markdown.py,1,3
mistral/ministral-3b-latest,rich,12,freq,3,rich/text.py,na,0
mistral/ministral-3b-latest,rich,12,freq,3,rich/syntax.py,3,1
mistral/ministral-3b-latest,rich,12,freq,3,rich/console.py,na,0
mistral/ministral-3b-latest,rich,12,freq,3,rich/markdown.py,1,2
mistral/ministral-3b-latest,rich,12,none,1,rich/text.py,na,0
mistral/ministral-3b-latest,rich,12,none,1,rich/syntax.py,18,2
mistral/ministral-3b-latest,rich,12,none,1,rich/console.py,5,3
mistral/ministral-3b-latest,rich,12,none,1,rich/markdown.py,17,1
mistral/ministral-3b-latest,rich,12,none,2,rich/text.py,na,0
mistral/ministral-3b-latest,rich,12,none,2,rich/syntax.py,3,1
mistral/ministral-3b-latest,rich,12,none,2,rich/console.py,4,1
mistral/ministral-3b-latest,rich,12,none,2,rich/markdown.py,2,9
mistral/ministral-3b-latest,rich,12,none,3,rich/text.py,na,0
mistral/ministral-3b-latest,rich,12,none,3,rich/syntax.py,na,0
mistral/ministral-3b-latest,rich,12,none,3,rich/console.py,na,0
mistral/ministral-3b-latest,rich,12,none,3,rich/markdown.py,3,3
mistral/ministral-3b-latest,rich,8,ast_compact,1,rich/file_proxy.py,2,1
mistral/ministral-3b-latest,rich,8,ast_compact,2,rich/file_proxy.py,2,1
mistral/ministral-3b-latest,rich,8,ast_compact,3,rich/file_proxy.py,2,1
mistral/ministral-3b-latest,rich,8,cochange,1,rich/file_proxy.py,3,1
mistral/ministral-3b-latest,rich,8,cochange,2,rich/file_proxy.py,3,1
mistral/ministral-3b-latest,rich,8,cochange,3,rich/file_proxy.py,2,1
mistral/ministral-3b-latest,rich,8,freq,1,rich/file_proxy.py,3,1
mistral/ministral-3b-latest,rich,8,freq,2,rich/file_proxy.py,3,1
mistral/ministral-3b-latest,rich,8,freq,3,rich/file_proxy.py,2,1
mistral/ministral-3b-latest,rich,8,none,1,rich/file_proxy.py,3,1
mistral/ministral-3b-latest,rich,8,none,2,rich/file_proxy.py,3,1
mistral/ministral-3b-latest,rich,8,none,3,rich/file_proxy.py,13,1
mistral/ministral-3b-latest,scikit-learn,45,ast_compact,1,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,ast_compact,1,sklearn/_min_dependencies.py,5,1
mistral/ministral-3b-latest,scikit-learn,45,ast_compact,2,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,ast_compact,2,sklearn/_min_dependencies.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,ast_compact,3,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,ast_compact,3,sklearn/_min_dependencies.py,1,1
mistral/ministral-3b-latest,scikit-learn,45,cochange,1,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,cochange,1,sklearn/_min_dependencies.py,1,1
mistral/ministral-3b-latest,scikit-learn,45,cochange,2,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,cochange,2,sklearn/_min_dependencies.py,1,1
mistral/ministral-3b-latest,scikit-learn,45,cochange,3,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,cochange,3,sklearn/_min_dependencies.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,freq,1,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,freq,1,sklearn/_min_dependencies.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,freq,2,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,freq,2,sklearn/_min_dependencies.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,freq,3,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,freq,3,sklearn/_min_dependencies.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,none,1,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,none,1,sklearn/_min_dependencies.py,4,1
mistral/ministral-3b-latest,scikit-learn,45,none,2,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,none,2,sklearn/_min_dependencies.py,3,1
mistral/ministral-3b-latest,scikit-learn,45,none,3,sklearn/decomposition/_truncated_svd.py,na,0
mistral/ministral-3b-latest,scikit-learn,45,none,3,sklearn/_min_dependencies.py,2,1
mistral/ministral-3b-latest,scikit-learn,49,ast_compact,1,sklearn/linear_model/_coordinate_descent.py,4,3
mistral/ministral-3b-latest,scikit-learn,49,ast_compact,2,sklearn/linear_model/_coordinate_descent.py,2,4
mistral/ministral-3b-latest,scikit-learn,49,ast_compact,3,sklearn/linear_model/_coordinate_descent.py,1,2
mistral/ministral-3b-latest,scikit-learn,49,cochange,1,sklearn/linear_model/_coordinate_descent.py,na,0
mistral/ministral-3b-latest,scikit-learn,49,cochange,2,sklearn/linear_model/_coordinate_descent.py,2,1
mistral/ministral-3b-latest,scikit-learn,49,cochange,3,sklearn/linear_model/_coordinate_descent.py,3,3
mistral/ministral-3b-latest,scikit-learn,49,freq,1,sklearn/linear_model/_coordinate_descent.py,3,2
mistral/ministral-3b-latest,scikit-learn,49,freq,2,sklearn/linear_model/_coordinate_descent.py,1,4
mistral/ministral-3b-latest,scikit-learn,49,freq,3,sklearn/linear_model/_coordinate_descent.py,2,1
mistral/ministral-3b-latest,scikit-learn,49,none,1,sklearn/linear_model/_coordinate_descent.py,2,2
mistral/ministral-3b-latest,scikit-learn,49,none,2,sklearn/linear_model/_coordinate_descent.py,2,3
mistral/ministral-3b-latest,scikit-learn,49,none,3,sklearn/linear_model/_coordinate_descent.py,3,3
mistral/ministral-3b-latest,scikit-learn,5,ast_compact,1,sklearn/decomposition/_pca.py,1,4
mistral/ministral-3b-latest,scikit-learn,5,ast_compact,2,sklearn/decomposition/_pca.py,1,7
mistral/ministral-3b-latest,scikit-learn,5,ast_compact,3,sklearn/decomposition/_pca.py,1,5
mistral/ministral-3b-latest,scikit-learn,5,cochange,1,sklearn/decomposition/_pca.py,na,0
mistral/ministral-3b-latest,scikit-learn,5,cochange,2,sklearn/decomposition/_pca.py,1,3
mistral/ministral-3b-latest,scikit-learn,5,cochange,3,sklearn/decomposition/_pca.py,2,5
mistral/ministral-3b-latest,scikit-learn,5,freq,1,sklearn/decomposition/_pca.py,1,4
mistral/ministral-3b-latest,scikit-learn,5,freq,2,sklearn/decomposition/_pca.py,1,7
mistral/ministral-3b-latest,scikit-learn,5,freq,3,sklearn/decomposition/_pca.py,2,11
mistral/ministral-3b-latest,scikit-learn,5,none,1,sklearn/decomposition/_pca.py,10,11
mistral/ministral-3b-latest,scikit-learn,5,none,2,sklearn/decomposition/_pca.py,4,6
mistral/ministral-3b-latest,scikit-learn,5,none,3,sklearn/decomposition/_pca.py,4,5
mistral/ministral-3b-latest,scrapy,20,ast_compact,1,scrapy/settings/__init__.py,2,1
mistral/ministral-3b-latest,scrapy,20,ast_compact,2,scrapy/settings/__init__.py,2,1
mistral/ministral-3b-latest,scrapy,20,ast_compact,3,scrapy/settings/__init__.py,1,1
mistral/ministral-3b-latest,scrapy,20,cochange,1,scrapy/settings/__init__.py,1,1
